kulut_muut,kunta,kulut_muut_viestintavalineet,kulut_vaalitilaisuudet,muu_tuki,lainat,etunimi,omat_varat,kulut_radio,kulut_kaikki,yritys_tuki,puolue_lyh,kulut_tietoverkot,rahoitus_kaikki,kulut_televisio,valitetty_tuki,kulut_painettu_mat,puolueyhdistys_tuki,puolue,vaalipiiri,sukunimi,kulut_tuen_hankintakulut,kulut_mainonnan_suunnittelu,kulut_ulkomainonta,kulut_lehdet,ammatti,yksityinen_tuki,puolue_tuki
0,Satakunnan vaalipiiri,0,0,0,0,Antti Tapio,0,0,0,0,KESK,0,0,0,0,0,0,Suomen Keskusta r.p.,Satakunnan vaalipiiri,Simula,0,0,0,0,yrittäjä,0,0
0,Satakunnan vaalipiiri,0,0,0,0,Anne Paula Sinikka,0,0,0,0,KESK,0,0,0,0,0,0,Suomen Keskusta r.p.,Satakunnan vaalipiiri,Vastamäki-Ahola,0,0,0,0,"maatilan emäntä, myyjä",0,0
0,Satakunnan vaalipiiri,0,0,0,0,Sauli Sakari,0,0,0,0,KD,0,0,0,0,0,0,Suomen Kristillisdemokraatit (KD),Satakunnan vaalipiiri,Ahvenjärvi,0,0,0,0,"tekniikan tohtori, yliopettaja",0,0
0,Satakunnan vaalipiiri,0,0,0,0,Virpi Marjatta,0,0,0,0,ITSP,0,0,0,0,0,0,Itsenäisyyspuolue r.p.,Satakunnan vaalipiiri,Herrala,0,0,0,0,"filosofian maisteri, kansanopiston opettaja",0,0
0,Vaasan vaalipiiri,0,0,0,0,Ari Juhani,0,0,0,0,VP,0,0,0,0,0,0,Vapauspuolue (VP) - Suomen tulevaisuus r.p.,Vaasan vaalipiiri,Laakso,0,0,0,0,vartija,0,0
0,Vaasan vaalipiiri,0,0,0,0,Petri,0,0,0,0,VIHR,0,0,0,0,0,0,Vihreä liitto r.p.,Vaasan vaalipiiri,Lappalainen,0,0,0,0,"teatteri-ilmaisun ohjaaja, opiskelija",0,0
0,Vaasan vaalipiiri,0,0,0,0,Outi,0,0,0,0,VIHR,0,0,0,0,0,0,Vihreä liitto r.p.,Vaasan vaalipiiri,Pantsar,0,0,0,0,"yhteisöpedagogi, nuoriso-ohjaaja",0,0
0,Vaasan vaalipiiri,0,0,0,0,Juha,0,0,0,0,VIHR,0,0,0,0,0,0,Vihreä liitto r.p.,Vaasan vaalipiiri,Tuomikoski,0,0,0,0,aikuiskouluttaja,0,0
0,Vaasan vaalipiiri,0,0,0,0,Juha,0,0,0,0,VIHR,0,0,0,0,0,0,Vihreä liitto r.p.,Vaasan vaalipiiri,Ossi,0,0,0,0,rakennusinsinööri,0,0
0,Vaasan vaalipiiri,0,0,0,0,Hanna,0,0,0,0,VIHR,0,0,0,0,0,0,Vihreä liitto r.p.,Vaasan vaalipiiri,Cygnel,0,0,0,0,lääkäri,0,0
0,Vaasan vaalipiiri,0,0,0,0,Henna,0,0,0,0,VIHR,0,0,0,0,0,0,Vihreä liitto r.p.,Vaasan vaalipiiri,Rantasaari,0,0,0,0,"kasvatustieteiden maisteri, luokanopettaja",0,0
0,Vaasan vaalipiiri,0,0,0,0,Eppu,0,0,0,0,VIHR,0,0,0,0,0,0,Vihreä liitto r.p.,Vaasan vaalipiiri,Saarela,0,0,0,0,opiskelija,0,0
0,Vaasan vaalipiiri,0,0,0,0,Vesa-Pekka,0,0,0,0,VAS,0,0,0,0,0,0,Vasemmistoliitto r.p.,Vaasan vaalipiiri,Pohjola,0,0,0,0,ahtaaja,0,0
0,Vaasan vaalipiiri,0,0,0,0,Satu Sinikka,0,0,0,0,VAS,0,0,0,0,0,0,Vasemmistoliitto r.p.,Vaasan vaalipiiri,Niemi,0,0,0,0,lähihoitaja,0,0
0,Vaasan vaalipiiri,0,0,0,0,Ulla Maija,0,0,0,0,VAS,0,0,0,0,0,0,Vasemmistoliitto r.p.,Vaasan vaalipiiri,Rauhala,0,0,0,0,hitsaaja,0,0
0,Vaasan vaalipiiri,0,0,0,0,Raimo Olavi,0,0,0,0,VAS,0,0,0,0,0,0,Vasemmistoliitto r.p.,Vaasan vaalipiiri,Kinnari,0,0,0,0,"merkonomi, yrittäjä",0,0
0,Vaasan vaalipiiri,0,0,0,0,Jan Peter Kristian,0,0,0,0,VAS,0,0,0,0,0,0,Vasemmistoliitto r.p.,Vaasan vaalipiiri,Backman,0,0,0,0,ajoneuvoasentaja,0,0
0,Vaasan vaalipiiri,0,0,0,0,Sini,0,0,0,0,SSP,0,0,0,0,0,0,Suomen Senioripuolue r.p.,Vaasan vaalipiiri,Hirvonen,0,0,0,0,"merkonomi, osastosihteeri",0,0
0,Vaasan vaalipiiri,0,0,0,0,Pirjo-Liisa,0,0,0,0,SDP,0,0,0,0,0,0,Suomen Sosialidemokraattinen Puolue,Vaasan vaalipiiri,Nuolikoski,0,0,0,0,"pääluottamusmies, siivooja",0,0
0,Vaasan vaalipiiri,0,0,0,0,Miapetra Susanna,0,0,0,0,SDP,0,0,0,0,0,0,Suomen Sosialidemokraattinen Puolue,Vaasan vaalipiiri,Kumpula-Natri,0,0,0,0,"kansanedustaja, insinööri",0,0
0,Vaasan vaalipiiri,0,0,0,0,Matias Mikael,0,0,0,0,SDP,0,0,0,0,0,0,Suomen Sosialidemokraattinen Puolue,Vaasan vaalipiiri,Mäkynen,0,0,0,0,"opiskelija, oikeust. yo",0,0
0,Vaasan vaalipiiri,0,0,0,0,Liisa Marjatta Ilona,0,0,0,0,SDP,0,0,0,0,0,0,Suomen Sosialidemokraattinen Puolue,Vaasan vaalipiiri,Vehkaoja,0,0,0,0,valtiot. maisteri,0,0
0,Vaasan vaalipiiri,0,0,0,0,Jutta Pauliina,0,0,0,0,SDP,0,0,0,0,0,0,Suomen Sosialidemokraattinen Puolue,Vaasan vaalipiiri,Urpilainen,0,0,0,0,"kansanedustaja, opettaja",0,0
0,Vaasan vaalipiiri,0,0,0,0,Jukka Pekka,0,0,0,0,SDP,0,0,0,0,0,0,Suomen Sosialidemokraattinen Puolue,Vaasan vaalipiiri,Matintupa,0,0,0,0,"koneistaja, pääluottamusmies",0,0
0,Vaasan vaalipiiri,0,0,0,0,Mats Johan,0,0,0,0,RKP,0,0,0,0,0,0,Suomen ruotsalainen kansanpuolue r.p.,Vaasan vaalipiiri,Nylund,0,0,0,0,"jordbrukare, riksdagsledamot",0,0
0,Vaasan vaalipiiri,0,0,0,0,Anna-Maja Kristina,0,0,0,0,RKP,0,0,0,0,0,0,Suomen ruotsalainen kansanpuolue r.p.,Vaasan vaalipiiri,Henriksson,0,0,0,0,"riksdagsledamot, VH, kansanedustaja, varatuomari",0,0
0,Vaasan vaalipiiri,0,0,0,0,Vuokko Maria,0,0,0,0,PS,0,0,0,0,0,0,Perussuomalaiset r.p.,Vaasan vaalipiiri,Lahti,0,0,0,0,"toimittaja, FM",0,0
0,Vaasan vaalipiiri,0,0,0,0,Vesa-Matti,0,0,0,0,PS,0,0,0,0,0,0,Perussuomalaiset r.p.,Vaasan vaalipiiri,Saarakkala,0,0,0,0,"europarlamentaarikon avustaja, puolueen 3. varapuheenjohtaja",0,0
0,Vaasan vaalipiiri,0,0,0,0,Olli Vili Johannes,0,0,0,0,PIR,0,0,0,0,0,0,Piraattipuolue r.p.,Vaasan vaalipiiri,Kopakkala,0,0,0,0,opiskelija,0,0
0,Vaasan vaalipiiri,0,0,0,0,Henrik Mikael,0,0,0,0,PIR,0,0,0,0,0,0,Piraattipuolue r.p.,Vaasan vaalipiiri,Sandberg,0,0,0,0,opiskelija,0,0
0,Vaasan vaalipiiri,0,0,0,0,Jussi Jaakko Kasperi,0,0,0,0,PIR,0,0,0,0,0,0,Piraattipuolue r.p.,Vaasan vaalipiiri,Koiranen,0,0,0,0,runoilija,0,0
0,Vaasan vaalipiiri,0,0,0,0,Paavo Sakari,0,0,0,0,KESK,0,0,0,0,0,0,Suomen Keskusta r.p.,Vaasan vaalipiiri,Latva-Rasku,0,0,0,0,"kaupunginjohtaja, kaupunkineuvos",0,0
0,Vaasan vaalipiiri,0,0,0,0,Heimo Herman,0,0,0,0,KD,0,0,0,0,0,0,Suomen Kristillisdemokraatit (KD),Vaasan vaalipiiri,Hokkanen,0,0,0,0,toiminnanjohtaja,0,0
0,Vaasan vaalipiiri,0,0,0,0,Lasse Mikael,0,0,0,0,ITSP,0,0,0,0,0,0,Itsenäisyyspuolue r.p.,Vaasan vaalipiiri,Soinila,0,0,0,0,dieselasentaja,0,0
0,Vaasan vaalipiiri,0,0,0,0,Antti Jaakko Jalmari,0,0,0,0,ITSP,0,0,0,0,0,0,Itsenäisyyspuolue r.p.,Vaasan vaalipiiri,Pesonen,0,0,0,0,puolueen puheenjohtaja,0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Tomi Matias Olavi,0,0,0,0,SIT,0,0,0,0,0,0,Yhteislista sitoutumattomat,Varsinais-Suomen vaalipiiri,Viitanen,0,0,0,0,"tietokoneyliasentaja, atk-tukihenkilö",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Rauno Oiva,0,0,0,0,SIT,0,0,0,0,0,0,Yhteislista sitoutumattomat,Varsinais-Suomen vaalipiiri,Rantanen,0,0,0,0,"yhdyskuntateknikko, yrittäjä",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Olavi Juhani,0,0,0,0,VP,0,0,0,0,0,0,Vapauspuolue (VP) - Suomen tulevaisuus r.p.,Varsinais-Suomen vaalipiiri,Mäenpää,0,0,0,0,"yksityisetsivä, eläinsuojeluvalvoja",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Lisbet Anne-Marie,0,0,0,0,VP,0,0,0,0,0,0,Vapauspuolue (VP) - Suomen tulevaisuus r.p.,Varsinais-Suomen vaalipiiri,Puttonen,0,0,0,0,"valtiotieteiden maisteri, liiketalouden tradenomi",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Kalevi Albert,0,0,0,0,VP,0,0,0,0,0,0,Vapauspuolue (VP) - Suomen tulevaisuus r.p.,Varsinais-Suomen vaalipiiri,Satopää,0,0,0,0,konsultti,0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Jukka Antero,0,0,0,0,VP,0,0,0,0,0,0,Vapauspuolue (VP) - Suomen tulevaisuus r.p.,Varsinais-Suomen vaalipiiri,Rusi,0,0,0,0,hieroja,0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Angélica Elizabeth Elleonor Cl,0,0,0,0,VP,0,0,0,0,0,0,Vapauspuolue (VP) - Suomen tulevaisuus r.p.,Varsinais-Suomen vaalipiiri,Skywolf,0,0,0,0,kuorma-autonkuljettaja,0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Ville-Veikko,0,0,0,0,VIHR,0,0,0,0,0,0,Vihreä liitto r.p.,Varsinais-Suomen vaalipiiri,Mastomäki,0,0,0,0,"fil. yo., kestävän kehityksen opiskelija (amk)",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Ville,0,0,0,0,VIHR,0,0,0,0,0,0,Vihreä liitto r.p.,Varsinais-Suomen vaalipiiri,Niinistö,0,0,0,0,"kansanedustaja, riksdagsledamot",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Teppo,0,0,0,0,VIHR,0,0,0,0,0,0,Vihreä liitto r.p.,Varsinais-Suomen vaalipiiri,Heikkilä,0,0,0,0,"maatalousyrittäjä, luomuviljelijä",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Saska,0,0,0,0,VIHR,0,0,0,0,0,0,Vihreä liitto r.p.,Varsinais-Suomen vaalipiiri,Tuomasjukka,0,0,0,0,"yrittäjä, FT",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Saara,0,0,0,0,VIHR,0,0,0,0,0,0,Vihreä liitto r.p.,Varsinais-Suomen vaalipiiri,Ilvessalo,0,0,0,0,"oikeustieteen ylioppilas, juridikstuderande",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Roda,0,0,0,0,VIHR,0,0,0,0,0,0,Vihreä liitto r.p.,Varsinais-Suomen vaalipiiri,Hassan,0,0,0,0,"tulkki, kääntäjä",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Monika,0,0,0,0,VIHR,0,0,0,0,0,0,Vihreä liitto r.p.,Varsinais-Suomen vaalipiiri,Antikainen,0,0,0,0,"socialpolitisk sekreterare, museo-opas",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Mari,0,0,0,0,VIHR,0,0,0,0,0,0,Vihreä liitto r.p.,Varsinais-Suomen vaalipiiri,Saario,0,0,0,0,"FM, ympäristöasiantuntija",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Martti,0,0,0,0,VIHR,0,0,0,0,0,0,Vihreä liitto r.p.,Varsinais-Suomen vaalipiiri,Wallasvaara,0,0,0,0,"toimitusjohtaja, yrittäjä",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Jukka,0,0,0,0,VIHR,0,0,0,0,0,0,Vihreä liitto r.p.,Varsinais-Suomen vaalipiiri,Vornanen,0,0,0,0,"fil. yo., koulutuspoliittinen sihteeri",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Elina,0,0,0,0,VIHR,0,0,0,0,0,0,Vihreä liitto r.p.,Varsinais-Suomen vaalipiiri,Rantanen,0,0,0,0,"VTM, tutkija",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Heikki,0,0,0,0,VIHR,0,0,0,0,0,0,Vihreä liitto r.p.,Varsinais-Suomen vaalipiiri,Hölttä,0,0,0,0,"biotekniikan insinööri, LuK",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Anu,0,0,0,0,VIHR,0,0,0,0,0,0,Vihreä liitto r.p.,Varsinais-Suomen vaalipiiri,Taivainen,0,0,0,0,"kulttuurituottaja (yamk), projektipäällikkö",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Anita,0,0,0,0,VIHR,0,0,0,0,0,0,Vihreä liitto r.p.,Varsinais-Suomen vaalipiiri,Birstolin,0,0,0,0,"ylihoitaja, perheterapeutti",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Sanna-Mari Anneli,0,0,0,0,VAS,0,0,0,0,0,0,Vasemmistoliitto r.p.,Varsinais-Suomen vaalipiiri,Lovén,0,0,0,0,postityöntekijä,0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Sari Annika,0,0,0,0,VAS,0,0,0,0,0,0,Vasemmistoliitto r.p.,Varsinais-Suomen vaalipiiri,Karvonen,0,0,0,0,"kääntäjä, opiskelija",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Taro Ilari,0,0,0,0,VAS,0,0,0,0,0,0,Vasemmistoliitto r.p.,Varsinais-Suomen vaalipiiri,Turtiainen,0,0,0,0,atk-järjestelmätukihenkilö,0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Pirjo Inkeri,0,0,0,0,VAS,0,0,0,0,0,0,Vasemmistoliitto r.p.,Varsinais-Suomen vaalipiiri,Rinne,0,0,0,0,"valtiotieteen maisteri, kuntoutusohjaaja",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Mirka Maria,0,0,0,0,VAS,0,0,0,0,0,0,Vasemmistoliitto r.p.,Varsinais-Suomen vaalipiiri,Muukkonen,0,0,0,0,emäntä,0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Matti Erik,0,0,0,0,VAS,0,0,0,0,0,0,Vasemmistoliitto r.p.,Varsinais-Suomen vaalipiiri,Kapanen,0,0,0,0,"nuoriso-ohjaaja, sairaanhoitajaopiskelija",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Li Sigrid,0,0,0,0,VAS,0,0,0,0,0,0,Vasemmistoliitto r.p.,Varsinais-Suomen vaalipiiri,Andersson,0,0,0,0,"valt.kand., opiskelija, pol.kand., studerande",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Jukka Mikael,0,0,0,0,VAS,0,0,0,0,0,0,Vasemmistoliitto r.p.,Varsinais-Suomen vaalipiiri,Kärkkäinen,0,0,0,0,"lääketieteen tohtori, oikeustieteen kandidaatti",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Jari Juhani,0,0,0,0,VAS,0,0,0,0,0,0,Vasemmistoliitto r.p.,Varsinais-Suomen vaalipiiri,Suominen,0,0,0,0,työmies,0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Jari Juhani,0,0,0,0,VAS,0,0,0,0,0,0,Vasemmistoliitto r.p.,Varsinais-Suomen vaalipiiri,Aalto,0,0,0,0,pääluottamusmies,0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Elias Antti Samuli,0,0,0,0,VAS,0,0,0,0,0,0,Vasemmistoliitto r.p.,Varsinais-Suomen vaalipiiri,Laitinen,0,0,0,0,opiskelija,0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Annika Anita,0,0,0,0,VAS,0,0,0,0,0,0,Vasemmistoliitto r.p.,Varsinais-Suomen vaalipiiri,Lapintie,0,0,0,0,"kansanedustaja, varatuomari",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Anni Eveliina,0,0,0,0,VAS,0,0,0,0,0,0,Vasemmistoliitto r.p.,Varsinais-Suomen vaalipiiri,Mäkilä,0,0,0,0,lähihoitaja,0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Ani Aniitta Kristiina,0,0,0,0,STP,0,0,0,0,0,0,Suomen Työväenpuolue STP r.p.,Varsinais-Suomen vaalipiiri,Leikonniemi,0,0,0,0,"sosiaaliohjaaja, logistikko",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Teea Johanna,0,0,0,0,SKP,0,0,0,0,0,0,Suomen Kommunistinen Puolue,Varsinais-Suomen vaalipiiri,Jäske,0,0,0,0,"työvalmentaja, puuseppä",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Seppo Verner,0,0,0,0,SDP,0,0,0,0,0,0,Suomen Sosialidemokraattinen Puolue,Varsinais-Suomen vaalipiiri,Lehtinen,0,0,0,0,työsuojeluinsinööri,0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Satu-Maarit,0,0,0,0,SDP,0,0,0,0,0,0,Suomen Sosialidemokraattinen Puolue,Varsinais-Suomen vaalipiiri,Hildén,0,0,0,0,erikoissairaanhoitaja,0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Piia Hannele,0,0,0,0,SDP,0,0,0,0,0,0,Suomen Sosialidemokraattinen Puolue,Varsinais-Suomen vaalipiiri,Elo,0,0,0,0,"VTM, kv-koordinaattori",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Mikael Sebastian,0,0,0,0,SDP,0,0,0,0,0,0,Suomen Sosialidemokraattinen Puolue,Varsinais-Suomen vaalipiiri,Hiltunen,0,0,0,0,"valtiotieteen maisteri, politices magister",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Lea Hellä Kristiina,0,0,0,0,SDP,0,0,0,0,0,0,Suomen Sosialidemokraattinen Puolue,Varsinais-Suomen vaalipiiri,Myllymäki,0,0,0,0,"sosionomi amk, työohjaaja",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Ilkka Tapani,0,0,0,0,SDP,0,0,0,0,0,0,Suomen Sosialidemokraattinen Puolue,Varsinais-Suomen vaalipiiri,Kantola,0,0,0,0,"kansanedustaja, teologian tohtori",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Eeva-Johanna,0,0,0,0,SDP,0,0,0,0,0,0,Suomen Sosialidemokraattinen Puolue,Varsinais-Suomen vaalipiiri,Eloranta,0,0,0,0,"FM, VTM",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Stefan Erik,0,0,0,0,RKP,0,0,0,0,0,0,Suomen ruotsalainen kansanpuolue r.p.,Varsinais-Suomen vaalipiiri,Wallin,0,0,0,0,"kultur- och idrottsminister, riksdagsledamot, kulttuuri- ja",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Niklas Jan Anders,0,0,0,0,RKP,0,0,0,0,0,0,Suomen ruotsalainen kansanpuolue r.p.,Varsinais-Suomen vaalipiiri,Mannfolk,0,0,0,0,"ekonomie studerande, kauppatieteiden opiskelija",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Veijo Samuli,0,0,0,0,PS,0,0,0,0,0,0,Perussuomalaiset r.p.,Varsinais-Suomen vaalipiiri,Nummi,0,0,0,0,opiskelija,0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Sanna Maria,0,0,0,0,PS,0,0,0,0,0,0,Perussuomalaiset r.p.,Varsinais-Suomen vaalipiiri,Leivonen,0,0,0,0,yrittäjä,0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Klaus Kalervo,0,0,0,0,PS,0,0,0,0,0,0,Perussuomalaiset r.p.,Varsinais-Suomen vaalipiiri,Hemanus,0,0,0,0,yrittäjä,0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Tuija Anneli,0,0,0,0,PS,0,0,0,0,0,0,Perussuomalaiset r.p.,Varsinais-Suomen vaalipiiri,Ketonen,0,0,0,0,"kotiäiti, yrittäjä",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Kimmo Aarre,0,0,0,0,PS,0,0,0,0,0,0,Perussuomalaiset r.p.,Varsinais-Suomen vaalipiiri,Sjöholm,0,0,0,0,"isännöitsijä, yrittäjä",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Kari Johannes,0,0,0,0,PS,0,0,0,0,0,0,Perussuomalaiset r.p.,Varsinais-Suomen vaalipiiri,Salminen,0,0,0,0,apulaisrehtori,0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Ilpo Mikael,0,0,0,0,PS,0,0,0,0,0,0,Perussuomalaiset r.p.,Varsinais-Suomen vaalipiiri,Haalisto,0,0,0,0,kasvatustieteiden maisteri,0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Erkki Veikko Juhani,0,0,0,0,PS,0,0,0,0,0,0,Perussuomalaiset r.p.,Varsinais-Suomen vaalipiiri,Koskinen,0,0,0,0,palomies,0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Matias Rafael Johannes,0,0,0,0,PIR,0,0,0,0,0,0,Piraattipuolue r.p.,Varsinais-Suomen vaalipiiri,Pajulahti,0,0,0,0,"levyseppä, ylioppilas",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Antti Kullervo,0,0,0,0,PS,0,0,0,0,0,0,Perussuomalaiset r.p.,Varsinais-Suomen vaalipiiri,Hautamäki,0,0,0,0,"sähköasentaja, luottamusmies",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Petri Kalevi,0,0,0,0,PIR,0,0,0,0,0,0,Piraattipuolue r.p.,Varsinais-Suomen vaalipiiri,Lagus,0,0,0,0,yrittäjä,0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Tuomas Mikael,0,0,0,0,PIR,0,0,0,0,0,0,Piraattipuolue r.p.,Varsinais-Suomen vaalipiiri,Ruuhijärvi,0,0,0,0,opiskelija,0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Maria Birgitta,0,0,0,0,PIR,0,0,0,0,0,0,Piraattipuolue r.p.,Varsinais-Suomen vaalipiiri,Pinjanainen,0,0,0,0,atk-suunnittelija,0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Jukka Tapio,0,0,0,0,PIR,0,0,0,0,0,0,Piraattipuolue r.p.,Varsinais-Suomen vaalipiiri,Tuohimetsä,0,0,0,0,"insinööriopiskelija (amk), automaatioasentaja",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Jetro Joonatan,0,0,0,0,PIR,0,0,0,0,0,0,Piraattipuolue r.p.,Varsinais-Suomen vaalipiiri,Vesti,0,0,0,0,"opiskelija, LuK",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Janne Asko Tapani,0,0,0,0,PIR,0,0,0,0,0,0,Piraattipuolue r.p.,Varsinais-Suomen vaalipiiri,Karvinen,0,0,0,0,datanomi,0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Sisko Irmeli,0,0,0,0,KOK,0,0,0,0,0,0,Kansallinen Kokoomus r.p.,Varsinais-Suomen vaalipiiri,Hellgren,0,0,0,0,"projektipäällikkö, DI",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Raimo Heikki Ari,0,0,0,0,M11,0,0,0,0,0,0,Muutos 2011 r.p.,Varsinais-Suomen vaalipiiri,Leppänen,0,0,0,0,toimitusjohtaja,0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Oskar Kimmo Mikael,0,0,0,0,KOK,0,0,0,0,0,0,Kansallinen Kokoomus r.p.,Varsinais-Suomen vaalipiiri,Hollmén,0,0,0,0,"pääsihteeri, toimitusjohtaja",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Riitta Kaarina,0,0,0,0,KESK,0,0,0,0,0,0,Suomen Keskusta r.p.,Varsinais-Suomen vaalipiiri,Karjalainen,0,0,0,0,"vanhuskeskuksen johtaja, sairaanhoitaja",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Matias Eero Juhani,0,0,0,0,KESK,0,0,0,0,0,0,Suomen Keskusta r.p.,Varsinais-Suomen vaalipiiri,Ollila,0,0,0,0,valtiotieteiden kandidaatti,0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Kati Marjaana,0,0,0,0,KESK,0,0,0,0,0,0,Suomen Keskusta r.p.,Varsinais-Suomen vaalipiiri,Hoikkala,0,0,0,0,"opiskelija, luonnontieteiden kandidaatti",0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Jouni Juhani,0,0,0,0,KESK,0,0,0,0,0,0,Suomen Keskusta r.p.,Varsinais-Suomen vaalipiiri,Lehikoinen,0,0,0,0,kirkkoherra,0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Janne Olavi,0,0,0,0,KESK,0,0,0,0,0,0,Suomen Keskusta r.p.,Varsinais-Suomen vaalipiiri,Rauhansuu,0,0,0,0,maanviljelijä,0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Andi Anderson Mawazo,0,0,0,0,KESK,0,0,0,0,0,0,Suomen Keskusta r.p.,Varsinais-Suomen vaalipiiri,Mwegerano,0,0,0,0,diplomi-insinööri,0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Heikki Kalevi,0,0,0,0,KESK,0,0,0,0,0,0,Suomen Keskusta r.p.,Varsinais-Suomen vaalipiiri,Mäki,0,0,0,0,alkoholiylitarkastaja,0,0
0,Varsinais-Suomen vaalipiiri,0,0,0,0,Pertti Antero,0,0,0,0,KD,0,0,0,0,0,0,Suomen Kristillisdemokraatit (KD),Varsinais-Suomen vaalipiiri,Vallittu,0,0,0,0,"pastori, omaishoitaja",0,0
